"Country or Area","Year","Value","Value Footnotes"
"East Asia & Pacific (developing only)","2007","1868.67066741822",""
"East Asia & Pacific (developing only)","2006","1657.75032891382",""
"East Asia & Pacific (developing only)","2005","1469.6021812291",""
"East Asia & Pacific (developing only)","2004","1325.30105913835",""
"East Asia & Pacific (developing only)","2003","1168.8999569167",""
"East Asia & Pacific (developing only)","2002","1030.50790329975",""
"East Asia & Pacific (developing only)","2001","940.710034168966",""
"East Asia & Pacific (developing only)","2000","875.323159545311",""
"East Asia & Pacific (developing only)","1999","808.380869686408",""
"East Asia & Pacific (developing only)","1998","772.513894927963",""
"East Asia & Pacific (developing only)","1997","760.559248900414",""
"East Asia & Pacific (developing only)","1996","728.551292550244",""
"East Asia & Pacific (developing only)","1995","680.83155240571",""
"East Asia & Pacific (developing only)","1994","642.44989592586",""
"East Asia & Pacific (developing only)","1993","584.334563092731",""
"East Asia & Pacific (developing only)","1992","536.773717214729",""
"East Asia & Pacific (developing only)","1991","492.23433530921",""
"East Asia & Pacific (developing only)","1990","460.383786971909",""
"East Asia & Pacific (developing only)","1989","437.648413298185",""
"East Asia & Pacific (developing only)","1988","412.18551977982",""
"East Asia & Pacific (developing only)","1987","380.428346958491",""
"East Asia & Pacific (developing only)","1986","350.823978514597",""
"East Asia & Pacific (developing only)","1985","328.967015697909",""
"East Asia & Pacific (developing only)","1984","305.05841434749",""
"East Asia & Pacific (developing only)","1983","289.150551899838",""
"East Asia & Pacific (developing only)","1982","273.411877242279",""
"East Asia & Pacific (developing only)","1981","261.334119659969",""
"East Asia & Pacific (developing only)","1980","258.399037885214",""
"East Asia & Pacific (developing only)","1979","245.317469437039",""
"East Asia & Pacific (developing only)","1978","227.551119582201",""
"East Asia & Pacific (developing only)","1977","206.058974817905",""
"East Asia & Pacific (developing only)","1976","191.538821196134",""
"East Asia & Pacific (developing only)","1975","186.143632066872",""
"East Asia & Pacific (developing only)","1974","165.905627990679",""
"East Asia & Pacific (developing only)","1973","166.736702839718",""
"East Asia & Pacific (developing only)","1972","154.369696880493",""
"East Asia & Pacific (developing only)","1971","143.239468106224",""
"Ecuador","2013","1333.1577839711",""
"Ecuador","2012","1281.55964661095",""
"Ecuador","2011","1217.34592759704",""
"Ecuador","2010","1143.77986502835",""
"Ecuador","2009","1111.20111140531",""
"Ecuador","2008","1083.98626761538",""
"Ecuador","2007","958.925777863598",""
"Ecuador","2006","868.158846005975",""
"Ecuador","2005","799.768070899712",""
"Ecuador","2004","829.11134970608",""
"Ecuador","2003","720.111967252588",""
"Ecuador","2002","692.239996523883",""
"Ecuador","2001","649.977479532984",""
"Ecuador","2000","637.521384008167",""
"Ecuador","1999","637.002728755802",""
"Ecuador","1998","688.513466131344",""
"Ecuador","1997","656.184981607114",""
"Ecuador","1996","613.173472287366",""
"Ecuador","1995","552.856779239087",""
"Ecuador","1994","550.441049487357",""
"Ecuador","1993","517.842793483819",""
"Ecuador","1992","522.993890153536",""
"Ecuador","1991","509.512103445678",""
"Ecuador","1990","481.303492777756",""
"Ecuador","1989","446.510005632741",""
"Ecuador","1988","452.604885894386",""
"Ecuador","1987","452.750445806098",""
"Ecuador","1986","418.854717049296",""
"Ecuador","1985","398.409149172057",""
"Ecuador","1984","412.636537815118",""
"Ecuador","1983","409.471574841155",""
"Ecuador","1982","404.506885851016",""
"Ecuador","1981","385.057472668985",""
"Ecuador","1980","360.185340619617",""
"Ecuador","1979","327.558727703234",""
"Ecuador","1978","291.998642886452",""
"Ecuador","1977","252.229553302817",""
"Ecuador","1976","223.556317179196",""
"Ecuador","1975","196.35363289284",""
"Ecuador","1974","174.45781643831",""
"Ecuador","1973","163.341458058451",""
"Ecuador","1972","149.485736400803",""
"Ecuador","1971","144.507028594628",""
"Egypt, Arab Rep.","2013","1697.4702041887",""
"Egypt, Arab Rep.","2012","1700.44905667699",""
"Egypt, Arab Rep.","2011","1700.74023095103",""
"Egypt, Arab Rep.","2010","1589.87591008466",""
"Egypt, Arab Rep.","2009","1550.48747089891",""
"Egypt, Arab Rep.","2008","1482.85326038166",""
"Egypt, Arab Rep.","2007","1436.07409836698",""
"Egypt, Arab Rep.","2006","1343.76874198165",""
"Egypt, Arab Rep.","2005","1271.75487374489",""
"Egypt, Arab Rep.","2004","1199.58854323576",""
"Egypt, Arab Rep.","2003","1155.81652468415",""
"Egypt, Arab Rep.","2002","1087.72250968887",""
"Egypt, Arab Rep.","2001","1036.94047459377",""
"Egypt, Arab Rep.","2000","984.065171379107",""
"Egypt, Arab Rep.","1999","947.508180881591",""
"Egypt, Arab Rep.","1998","889.042253868952",""
"Egypt, Arab Rep.","1997","843.94048753257",""
"Egypt, Arab Rep.","1996","803.514342157069",""
"Egypt, Arab Rep.","1995","744.139536766251",""
"Egypt, Arab Rep.","1994","724.839829949472",""
"Egypt, Arab Rep.","1993","711.697852809957",""
"Egypt, Arab Rep.","1992","695.24095389944",""
"Egypt, Arab Rep.","1991","691.127038894968",""
"Egypt, Arab Rep.","1990","674.660280116735",""
"Egypt, Arab Rep.","1989","654.390602998183",""
"Egypt, Arab Rep.","1988","632.515268564968",""
"Egypt, Arab Rep.","1987","618.221698843712",""
"Egypt, Arab Rep.","1986","588.533340117155",""
"Egypt, Arab Rep.","1985","495.951233737176",""
"Egypt, Arab Rep.","1984","520.665731393659",""
"Egypt, Arab Rep.","1983","502.614756812843",""
"Egypt, Arab Rep.","1982","457.373456027492",""
"Egypt, Arab Rep.","1981","417.420821043209",""
"Egypt, Arab Rep.","1980","381.465780416639",""
"Egypt, Arab Rep.","1979","346.701246215302",""
"Egypt, Arab Rep.","1978","322.058378205091",""
"Egypt, Arab Rep.","1977","308.041563965507",""
"Egypt, Arab Rep.","1976","273.540705676255",""
"Egypt, Arab Rep.","1975","239.744762444268",""
"Egypt, Arab Rep.","1974","217.132738259349",""
"Egypt, Arab Rep.","1973","196.56214906726",""
"Egypt, Arab Rep.","1972","199.437201439893",""
"Egypt, Arab Rep.","1971","202.918431599124",""
"El Salvador","2013","914.996016187482",""
"El Salvador","2012","879.577578791855",""
"El Salvador","2011","857.113413775381",""
"El Salvador","2010","877.729614895303",""
"El Salvador","2009","865.251882960816",""
"El Salvador","2008","873.888423751445",""
"El Salvador","2007","899.703896188937",""
"El Salvador","2006","832.334040937362",""
"El Salvador","2005","768.764357582367",""
"El Salvador","2004","701.592836833337",""
"El Salvador","2003","704.465347744397",""
"El Salvador","2002","677.186953817995",""
"El Salvador","2001","635.443368034632",""
"El Salvador","2000","623.03891575743",""
"El Salvador","1999","595.776067150767",""
"El Salvador","1998","576.700967124733",""
"El Salvador","1997","561.108866363333",""
"El Salvador","1996","520.434358023753",""
"El Salvador","1995","509.059013806861",""
"El Salvador","1994","476.482323120862",""
"El Salvador","1993","439.962107965932",""
"El Salvador","1992","386.67379308631",""
"El Salvador","1991","372.258143076412",""
"El Salvador","1990","353.574068340898",""
"El Salvador","1989","330.61862138979",""
"El Salvador","1988","329.648190930982",""
"El Salvador","1987","320.078544939166",""
"El Salvador","1986","302.013745836783",""
"El Salvador","1985","297.301405506111",""
"El Salvador","1984","287.110115173584",""
"El Salvador","1983","276.857240213535",""
"El Salvador","1982","256.232593124665",""
"El Salvador","1981","260.314897191737",""
"El Salvador","1980","274.374612658849",""
"El Salvador","1979","290.524693820982",""
"El Salvador","1978","282.406227883935",""
"El Salvador","1977","259.886246057526",""
"El Salvador","1976","240.13936575372",""
"El Salvador","1975","210.245869524596",""
"El Salvador","1974","216.085119776771",""
"El Salvador","1973","203.859126523007",""
"El Salvador","1972","181.76489048018",""
"El Salvador","1971","169.709756478451",""
"Eritrea","2011","60.3394711172281",""
"Eritrea","2010","57.9998908237349",""
"Eritrea","2009","56.6011160433904",""
"Eritrea","2008","53.7701543647812",""
"Eritrea","2007","55.602218551215",""
"Eritrea","2006","53.8978357231138",""
"Eritrea","2005","57.7390210563712",""
"Eritrea","2004","57.8111754168186",""
"Eritrea","2003","59.3115582699149",""
"Eritrea","2002","57.0141680207532",""
"Eritrea","2001","53.0778882442327",""
"Eritrea","2000","48.6541470871441",""
"Eritrea","1999","51.3171000240257",""
"Eritrea","1998","48.8429465541301",""
"Eritrea","1997","56.7378148642034",""
"Eritrea","1996","52.7696576342082",""
"Eritrea","1995","46.7748281894191",""
"Eritrea","1994","44.7921785867337",""
"Eritrea","1993","40.6244614481795",""
"Eritrea","1992","38.9164520724909",""
"Estonia","2013","6664.65856902557",""
"Estonia","2012","6689.36777611787",""
"Estonia","2011","6314.41444766954",""
"Estonia","2010","6506.31818096472",""
"Estonia","2009","5975.95381093506",""
"Estonia","2008","6364.56783013858",""
"Estonia","2007","6277.41146283975",""
"Estonia","2006","5869.42478894573",""
"Estonia","2005","5531.54582864313",""
"Estonia","2004","5429.52552199919",""
"Estonia","2003","5158.60277810202",""
"Estonia","2002","4767.46293544061",""
"Estonia","2001","4680.44794559529",""
"Estonia","2000","4540.49256076479",""
"Estonia","1999","4491.46035838971",""
"Estonia","1998","4733.95490839415",""
"Estonia","1997","4811.59813795296",""
"Estonia","1996","4556.39116865429",""
"Estonia","1995","4244.64407775397",""
"Estonia","1994","4354.83010760923",""
"Estonia","1993","4049.8538277845",""
"Estonia","1992","4933.82323684635",""
"Estonia","1991","5617.06357593668",""
"Estonia","1990","5755.89450245798",""
"Ethiopia","2013","64.616170324587",""
"Ethiopia","2012","57.5434463053099",""
"Ethiopia","2011","52.7160999531976",""
"Ethiopia","2010","48.3429911582234",""
"Ethiopia","2009","42.1208861460724",""
"Ethiopia","2008","40.9125666553458",""
"Ethiopia","2007","39.4600363783954",""
"Ethiopia","2006","37.3655271260455",""
"Ethiopia","2005","33.4166875183751",""
"Ethiopia","2004","30.668270060196",""
"Ethiopia","2003","28.5231904168707",""
"Ethiopia","2002","26.1396422306946",""
"Ethiopia","2001","26.4792685019466",""
"Ethiopia","2000","22.6808892347394",""
"Ethiopia","1999","22.9279056329542",""
"Ethiopia","1998","23.7292012076314",""
"Ethiopia","1997","23.8614241470124",""
"Ethiopia","1996","24.4259917333506",""
"Ethiopia","1995","24.0053562344199",""
"Ethiopia","1994","23.588263643169",""
"Ethiopia","1993","23.2806257473174",""
"Ethiopia","1992","21.6461222938859",""
"Ethiopia","1991","21.8539777865162",""
"Ethiopia","1990","22.5148861477142",""
"Ethiopia","1989","18.6502861160637",""
"Ethiopia","1988","19.2390317200195",""
"Ethiopia","1987","20.266748598621",""
"Ethiopia","1986","19.8350903462235",""
"Ethiopia","1985","19.8401034804863",""
"Ethiopia","1984","21.3199624252121",""
"Ethiopia","1983","20.3871594769345",""
"Ethiopia","1982","19.6176091432287",""
"Ethiopia","1981","18.8954637283426",""
"Ethiopia","1980","18.0193095488663",""
"Ethiopia","1979","17.2406671004218",""
"Ethiopia","1978","15.7106049020435",""
"Ethiopia","1977","15.023433730429",""
"Ethiopia","1976","16.0207397074215",""
"Ethiopia","1975","16.4883048637828",""
"Ethiopia","1974","17.0144403627228",""
"Ethiopia","1973","17.7577372813994",""
"Ethiopia","1972","18.7157746470741",""
"Ethiopia","1971","18.8742662714468",""
"Euro area","2013","6490.83268671123",""
"Euro area","2012","6637.68680948172",""
"Euro area","2011","6612.95131989691",""
"Euro area","2010","6773.40298806616",""
"Euro area","2009","6498.77016118914",""
"Euro area","2008","6856.46567011431",""
"Euro area","2007","6864.44846512657",""
"Euro area","2006","6857.38487962716",""
"Euro area","2005","6789.10287648316",""
"Euro area","2004","6748.13999707759",""
"Euro area","2003","6621.99627028767",""
"Euro area","2002","6483.05406142393",""
"Euro area","2001","6381.9792096669",""
"Euro area","2000","6244.8914308076",""
"Euro area","1999","6073.3806429373",""
"Euro area","1998","5941.37804044642",""
"Euro area","1997","5807.96203157353",""
"Euro area","1996","5709.85400420989",""
"Euro area","1995","5571.20402905924",""
"Euro area","1994","5446.8465372231",""
"Euro area","1993","5360.60916970911",""
"Euro area","1992","5416.61956401188",""
"Euro area","1991","5402.01033913498",""
"Euro area","1990","5299.48356140909",""
"Euro area","1989","5279.67559611938",""
"Euro area","1988","5139.24290708223",""
"Euro area","1987","5001.84703067239",""
"Euro area","1986","4848.11585858996",""
"Euro area","1985","4737.31869339015",""
"Euro area","1984","4556.19192622639",""
"Euro area","1983","4354.06359256812",""
"Euro area","1982","4252.34753539284",""
"Euro area","1981","4242.56258175206",""
"Euro area","1980","4201.19020742235",""
"Euro area","1979","4110.05066076639",""
"Euro area","1978","3912.47296256634",""
"Euro area","1977","3715.69452446822",""
"Euro area","1976","3624.80096041852",""
"Euro area","1975","3333.21691389249",""
"Euro area","1974","3379.37733433911",""
"Euro area","1973","3263.95915212299",""
"Euro area","1972","3032.32764324336",""
"Euro area","1971","2822.97974999145",""
"Euro area","1970","2675.35533808036",""
"Euro area","1969","2271.90030571931",""
"Euro area","1968","2085.69002640483",""
"Euro area","1967","1934.1247760417",""
"Euro area","1966","1840.99932702857",""
"Euro area","1965","1725.91003707689",""
"Euro area","1964","1621.45255597326",""
"Euro area","1963","1497.94998826953",""
"Euro area","1962","1392.42201129093",""
"Euro area","1961","1295.05945553717",""
"Euro area","1960","1214.93366000623",""
"Europe & Central Asia (all income levels)","2013","5429.15409786188",""
"Europe & Central Asia (all income levels)","2012","5518.60556713967",""
"Europe & Central Asia (all income levels)","2011","5477.66148973276",""
"Europe & Central Asia (all income levels)","2010","5526.78381601702",""
"Europe & Central Asia (all income levels)","2009","5294.66100307578",""
"Europe & Central Asia (all income levels)","2008","5583.35474526292",""
"Europe & Central Asia (all income levels)","2007","5551.70264761139",""
"Europe & Central Asia (all income levels)","2006","5491.91288995907",""
"Europe & Central Asia (all income levels)","2005","5377.36483798506",""
"Europe & Central Asia (all income levels)","2004","5299.13340669224",""
"Europe & Central Asia (all income levels)","2003","5191.10666113941",""
"Europe & Central Asia (all income levels)","2002","5077.21560664776",""
"Europe & Central Asia (all income levels)","2001","5031.44964326295",""
"Europe & Central Asia (all income levels)","2000","4943.08317386425",""
"Europe & Central Asia (all income levels)","1999","4815.41889149035",""
"Europe & Central Asia (all income levels)","1998","4746.29289482251",""
"Europe & Central Asia (all income levels)","1997","4704.89105965704",""
"Europe & Central Asia (all income levels)","1996","4694.67564514989",""
"Europe & Central Asia (all income levels)","1995","4647.75605760953",""
"Europe & Central Asia (all income levels)","1994","4600.50900446994",""
"Europe & Central Asia (all income levels)","1993","4712.014099439",""
"Europe & Central Asia (all income levels)","1992","4866.85210439125",""
"Europe & Central Asia (all income levels)","1991","5020.15202283574",""
"Europe & Central Asia (all income levels)","1990","5049.71089013515",""
"Europe & Central Asia (developing only)","2013","4201.23766180603",""
"Europe & Central Asia (developing only)","2012","4257.00347668359",""
"Europe & Central Asia (developing only)","2011","4192.02290682652",""
"Europe & Central Asia (developing only)","2010","4094.29457647241",""
"Europe & Central Asia (developing only)","2009","3883.6922019694",""
"Europe & Central Asia (developing only)","2008","4102.52697338705",""
"Europe & Central Asia (developing only)","2007","4029.71565328545",""
"Europe & Central Asia (developing only)","2006","3915.18986482534",""
"Europe & Central Asia (developing only)","2005","3729.37124463388",""
"Europe & Central Asia (developing only)","2004","3638.54430740791",""
"Europe & Central Asia (developing only)","2003","3537.99682207079",""
"Europe & Central Asia (developing only)","2002","3414.05597602448",""
"Europe & Central Asia (developing only)","2001","3391.19290996667",""
"Europe & Central Asia (developing only)","2000","3349.46424350961",""
"Europe & Central Asia (developing only)","1999","3250.41095553892",""
"Europe & Central Asia (developing only)","1998","3223.18816500075",""
"Europe & Central Asia (developing only)","1997","3273.66607723882",""
"Europe & Central Asia (developing only)","1996","3343.97448444708",""
"Europe & Central Asia (developing only)","1995","3413.00090310924",""
"Europe & Central Asia (developing only)","1994","3467.73640405993",""
"Europe & Central Asia (developing only)","1993","3775.72779689203",""
"Europe & Central Asia (developing only)","1992","4071.74035346835",""
"Europe & Central Asia (developing only)","1991","4385.55166030594",""
"Europe & Central Asia (developing only)","1990","4525.76473733631",""
"European Union","2013","6035.86780858062",""
"European Union","2012","6147.95834654651",""
"European Union","2011","6131.32546634575",""
"European Union","2010","6268.17896868155",""
"European Union","2009","6028.32398602617",""
"European Union","2008","6360.90082396227",""
"European Union","2007","6368.82825611313",""
"European Union","2006","6356.74396084157",""
"European Union","2005","6292.5041201107",""
"European Union","2004","6231.47704139258",""
"European Union","2003","6132.42258961293",""
"European Union","2002","6013.71495580436",""
"European Union","2001","5945.17886413393",""
"European Union","2000","5826.52644814521",""
"European Union","1999","5677.28613428206",""
"European Union","1998","5593.68751980717",""
"European Union","1997","5501.65419437606",""
"European Union","1996","5446.18225568684",""
"European Union","1995","5298.55173647962",""
"European Union","1994","5165.66905638671",""
"European Union","1993","5118.43768811503",""
"European Union","1992","5153.4153484978",""
"European Union","1991","5188.69083724102",""
"European Union","1990","5157.6647306079",""
"European Union","1989","5202.23276419774",""
"European Union","1988","5104.30263198199",""
"European Union","1987","4979.70427194963",""
"European Union","1986","4825.17595449596",""
"European Union","1985","4713.59114342309",""
"European Union","1984","4526.02230697627",""
"European Union","1983","4341.65668952547",""
"European Union","1982","4222.33380094348",""
"European Union","1981","4213.0794955267",""
"European Union","1980","4200.13041821577",""
"European Union","1979","4147.17316551672",""
"European Union","1978","3978.75378453608",""
"European Union","1977","3806.49728032407",""
"European Union","1976","3708.40313985276",""
"European Union","1975","3458.75588858433",""
"European Union","1974","3456.08387741969",""
"European Union","1973","3375.97655069116",""
"European Union","1972","3148.35827880794",""
"European Union","1971","2956.41077875859",""
"European Union","1970","2887.86479175018",""
"European Union","1969","2556.03795162497",""
"European Union","1968","2363.32966375533",""
"European Union","1967","2194.98884454448",""
"European Union","1966","2094.88751619528",""
"European Union","1965","1983.53626199476",""
"European Union","1964","1884.31453494601",""
"European Union","1963","1758.41456948869",""
"European Union","1962","1641.96634831864",""
"European Union","1961","1523.15005452485",""
"European Union","1960","1427.78328071703",""
"Finland","2013","15509.7323538345",""
"Finland","2012","15687.1915272542",""
"Finland","2011","15707.2619941978",""
"Finland","2010","16482.602670867",""
"Finland","2009","15241.6119437986",""
"Finland","2008","16349.7979353706",""
"Finland","2007","17161.2412833351",""
"Finland","2006","17212.9485244579",""
"Finland","2005","16115.9841527871",""
"Finland","2004","16774.8880488247",""
"Finland","2003","16442.8869747904",""
"Finland","2002","16138.144113427",""
"Finland","2001","15709.3049972167",""
"Finland","2000","15303.8642759595",""
"Finland","1999","15075.8671905037",""
"Finland","1998","14846.4208194124",""
"Finland","1997","14454.9387285779",""
"Finland","1996","13721.9237583307",""
"Finland","1995","13591.3966705757",""
"Finland","1994","13603.2763578956",""
"Finland","1993","13012.6694308655",""
"Finland","1992","12514.1015693797",""
"Finland","1991","12470.7304327707",""
"Finland","1990","12485.6836482847",""
"Finland","1989","12034.7572733786",""
"Finland","1988","11778.2722707315",""
"Finland","1987","11358.3947521179",""
"Finland","1986","10622.888181216",""
"Finland","1985","10482.8316068317",""
"Finland","1984","9808.46625724143",""
"Finland","1983","9124.16463077973",""
"Finland","1982","8533.1617405918",""
"Finland","1981","8493.60536870693",""
"Finland","1980","8295.78609634619",""
"Finland","1979","7930.63137370952",""
"Finland","1978","7330.41446573276",""
"Finland","1977","6726.6636870735",""
"Finland","1976","6545.74679875675",""
"Finland","1975","5946.37732837519",""
"Finland","1974","6140.18668077724",""
"Finland","1973","6046.8303057748",""
"Finland","1972","5516.14052504312",""
"Finland","1971","4889.50427178454",""
"Finland","1970","4570.9068023473",""
"Finland","1969","4071.55609527692",""
"Finland","1968","3628.68528893201",""
"Finland","1967","3345.387846133",""
"Finland","1966","3197.86485926579",""
"Finland","1965","2938.38463783588",""
"Finland","1964","2715.37501129483",""
"Finland","1963","2479.15850984313",""
"Finland","1962","2389.20988199116",""
"Finland","1961","2187.6236408612",""
"Finland","1960","1873.29246614957",""
"France","2013","7373.98115448718",""
"France","2012","7364.40064764143",""
"France","2011","7233.68410304454",""
"France","2010","7737.01752575125",""
"France","2009","7340.66912406013",""
"France","2008","7646.21477999453",""
"France","2007","7519.06208033591",""
"France","2006","7543.04653832071",""
"France","2005","7655.53862245763",""
"France","2004","7661.50688358518",""
"France","2003","7529.59873778542",""
"France","2002","7299.31317989452",""
"France","2001","7342.25655568924",""
"France","2000","7225.01973240369",""
"France","1999","7149.29728002587",""
"France","1998","7015.50125426403",""
"France","1997","6833.13698217681",""
"France","1996","6905.16498408166",""
"France","1995","6621.94185943008",""
"France","1994","6530.41166922541",""
"France","1993","6453.00065985678",""
"France","1992","6475.78802789733",""
"France","1991","6359.77417221022",""
"France","1990","5940.75061309654",""
"France","1989","5836.01290981639",""
"France","1988","5717.29063899214",""
"France","1987","5634.2101906993",""
"France","1986","5494.94509194395",""
"France","1985","5246.40198905248",""
"France","1984","4933.01233422198",""
"France","1983","4699.50967553337",""
"France","1982","4606.90770844097",""
"France","1981","4567.74734507849",""
"France","1980","4407.65365404486",""
"France","1979","4187.72923070628",""
"France","1978","3914.42996761937",""
"France","1977","3670.70163128782",""
"France","1976","3573.42619865576",""
"France","1975","3235.31193192787",""
"France","1974","3247.66432151075",""
"France","1973","3148.95246489679",""
"France","1972","2920.45420299556",""
"France","1971","2746.16699435395",""
"France","1970","2623.01817648262",""
"France","1969","2467.31783758787",""
"France","1968","2263.22017681002",""
"France","1967","2180.7916244529",""
"France","1966","2088.29299702861",""
"France","1965","1980.15847424866",""
"France","1964","1888.49600469393",""
"France","1963","1743.22919910958",""
"France","1962","1646.8324613091",""
"France","1961","1543.71133700333",""
"France","1960","1456.6936122445",""
"Gabon","2013","1167.63040104802",""
"Gabon","2012","1094.5224913216",""
"Gabon","2011","1045.45875287993",""
"Gabon","2010","1023.388778782",""
"Gabon","2009","989.765348660102",""
"Gabon","2008","1018.49646579691",""
"Gabon","2007","1000.068012953",""
"Gabon","2006","967.407659767765",""
"Gabon","2005","933.387623686562",""
"Gabon","2004","929.111466660334",""
"Gabon","2003","948.339760548004",""
"Gabon","2002","935.469658514791",""
"Gabon","2001","908.416538734643",""
"Gabon","2000","877.757099195484",""
"Gabon","1999","900.689613876109",""
"Gabon","1998","916.364479496451",""
"Gabon","1997","855.016182361488",""
"Gabon","1996","847.625616770968",""
"Gabon","1995","770.399715034944",""
"Gabon","1994","765.143464399575",""
"Gabon","1993","865.848715964776",""
"Gabon","1992","883.935663817766",""
"Gabon","1991","904.674869052146",""
"Gabon","1990","916.757764875261",""
"Gabon","1989","832.031148828897",""
"Gabon","1988","995.038120942058",""
"Gabon","1987","1006.98273532092",""
"Gabon","1986","1029.26126472529",""
"Gabon","1985","1026.39349179789",""
"Gabon","1984","973.903832255893",""
"Gabon","1983","918.658682086918",""
"Gabon","1982","860.644675021875",""
"Gabon","1981","789.199470835067",""
"Gabon","1980","721.373077424177",""
"Gabon","1979","725.183544517275",""
"Gabon","1978","621.820725630241",""
"Gabon","1977","646.74286152042",""
"Gabon","1976","488.117943757966",""
"Gabon","1975","383.242601801702",""
"Gabon","1974","298.41275824483",""
"Gabon","1973","259.355613368021",""
"Gabon","1972","213.65813719462",""
"Gabon","1971","186.128754565971",""
"Georgia","2013","2459.74576271186",""
"Georgia","2012","2271.37254901961",""
"Georgia","2011","2219.09677419355",""
"Georgia","2010","1976.82119205298",""
"Georgia","2009","1757.66716943188",""
"Georgia","2008","1796.77419354839",""
"Georgia","2007","1730.52425281725",""
"Georgia","2006","1659.81624758221",""
"Georgia","2005","1784.96420047733",""
"Georgia","2004","1678.68080094229",""
"Georgia","2003","1607.76563589863",""
"Georgia","2002","1509.75441817765",""
"Georgia","2001","1449.25223417837",""
"Georgia","2000","1452.82122083154",""
"Georgia","1999","1460.07860752386",""
"Georgia","1998","1435.38430682147",""
"Georgia","1997","1278.13575778974",""
"Georgia","1996","1119.77643465263",""
"Georgia","1995","1468.31432192649",""
"Georgia","1994","1978.15533980583",""
"Georgia","1993","1936.8369611696",""
"Georgia","1992","2125.1667179645",""
"Georgia","1991","2696.70588721851",""
"Georgia","1990","3039.15035401916",""
"Germany","2013","7019.01469198287",""
"Germany","2012","7270.15252302734",""
"Germany","2011","7145.72895001548",""
"Germany","2010","7264.32259073555",""
"Germany","2009","6817.15839823657",""
"Germany","2008","7187.76400909623",""
"Germany","2007","7229.08991294766",""
"Germany","2006","7212.43744768757",""
"Germany","2005","7138.22148529185",""
"Germany","2004","7108.96252447699",""
"Germany","2003","7009.72649196861",""
"Germany","2002","6900.78052702986",""
"Germany","2001","6762.65339646636",""
"Germany","2000","6635.42140596667",""
"Germany","1999","6505.13299942364",""
"Germany","1998","6479.49024948385",""
"Germany","1997","6427.79876840273",""
"Germany","1996","6403.33372597692",""
"Germany","1995","6327.70975399499",""
"Germany","1994","6244.95722825812",""
"Germany","1993","6288.41635005255",""
"Germany","1992","6445.87399989269",""
"Germany","1991","6564.79719472728",""
"Germany","1990","6639.73169146049",""
"Germany","1989","6835.32990821242",""
"Germany","1988","6776.30791187298",""
"Germany","1987","6666.21959529249",""
"Germany","1986","6530.23871353475",""
"Germany","1985","6448.5398592336",""
"Germany","1984","6239.97181560413",""
"Germany","1983","5965.45819348748",""
"Germany","1982","5822.02735932476",""
"Germany","1981","5832.06487070239",""
"Germany","1980","5797.49975270977",""
"Germany","1979","5786.12721572171",""
"Germany","1978","5574.74521659247",""
"Germany","1977","5285.26078631661",""
"Germany","1976","5146.93257779375",""
"Germany","1975","4743.9448331011",""
"Germany","1974","4803.42320358824",""
"Germany","1973","4654.9850483931",""
"Germany","1972","4335.76962474748",""
"Germany","1971","4064.45471612434",""
"Germany","1970","3834.17840732823",""
"Germany","1969","2815.2213482273",""
"Germany","1968","2579.74991536894",""
"Germany","1967","2362.90894286748",""
"Germany","1966","2300.49979823189",""
"Germany","1965","2194.20606119805",""
"Germany","1964","2060.547353827",""
"Germany","1963","1916.92752796775",""
"Germany","1962","1790.68687742638",""
"Germany","1961","1683.4149131441",""
"Germany","1960","1586.74941529824",""
"Ghana","2013","382.312904786162",""
"Ghana","2012","348.25411980983",""
"Ghana","2011","320.957901082147",""
"Ghana","2010","282.756608818897",""
"Ghana","2009","265.126998657792",""
"Ghana","2008","266.353243407714",""
"Ghana","2007","245.9601347494",""
"Ghana","2006","298.926411396631",""
"Ghana","2005","247.59795851369",""
"Ghana","2004","221.395914194544",""
"Ghana","2003","222.69942433036",""
"Ghana","2002","313.065662781233",""
"Ghana","2001","340.005527163021",""
"Ghana","2000","334.024010844306",""
"Ghana","1999","362.861478514477",""
"Ghana","1998","276.197804152328",""
"Ghana","1997","394.283363661144",""
"Ghana","1996","367.984230378863",""
"Ghana","1995","354.811955927904",""
"Ghana","1994","340.711352916004",""
"Ghana","1993","340.28521848285",""
"Ghana","1992","355.039292501639",""
"Ghana","1991","339.698842019165",""
"Ghana","1990","326.76476901559",""
"Ghana","1989","308.87069468434",""
"Ghana","1988","305.06915057155",""
"Ghana","1987","288.641693435816",""
"Ghana","1986","259.310629026688",""
"Ghana","1985","163.806308123519",""
"Ghana","1984","93.4923629492121",""
"Ghana","1983","165.613994971051",""
"Ghana","1982","376.65022764402",""
"Ghana","1981","418.435332492385",""
"Ghana","1980","425.938655020702",""
"Ghana","1979","399.686468380981",""
"Ghana","1978","331.160684881631",""
"Ghana","1977","401.476404698815",""
"Ghana","1976","390.782793704895",""
"Ghana","1975","377.361983414585",""
"Ghana","1974","399.50938539901",""
"Ghana","1973","392.294808050942",""
"Ghana","1972","346.889853389222",""
"Ghana","1971","313.120484661571",""
"Greece","2013","5028.99579406178",""
"Greece","2012","5534.89715854516",""
"Greece","2011","5389.33312225532",""
"Greece","2010","5333.43955553561",""
"Greece","2009","5627.88370630926",""
"Greece","2008","5805.19254609269",""
"Greece","2007","5701.33085359398",""
"Greece","2006","5434.57646854069",""
"Greece","2005","5297.20002541112",""
"Greece","2004","5200.02435386272",""
